"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","43","1","0.000000","0","0"
"/Game/Materials/SurfaceMaterial/M_SeaSurfaceTiler.M_SeaSurfaceTiler","0","0","31","1","0.000000","0","0"
"/Game/Materials/PostProcessing/M_PP_TwoToned_LayeredHaze.M_PP_TwoToned_LayeredHaze","0","0","6","1","0.000000","0","0"
"/Game/Materials/PostProcessing/M_PP_LayeredHaze.M_PP_LayeredHaze","0","0","6","1","0.000000","0","0"
"/Game/Materials/LightFunctions/M_LF_Caustics.M_LF_Caustics","0","0","43","1","0.000000","0","0"
"/Game/Materials/SurfaceMaterial/M_Foliage.M_Foliage","0","0","62","1","0.000000","0","0"
"/Game/Materials/SurfaceMaterial/M_GrassBillboard.M_GrassBillboard","0","0","62","1","0.000000","0","0"
"/Game/Materials/SurfaceMaterial/Fo_GrassBillboard1.Fo_GrassBillboard1","0","0","48","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","0","44","2","0.000000","0","60"
"/Game/Materials/SurfaceMaterial/M_SeaSurface.M_SeaSurface","0","0","31","1","0.000000","0","0"
"/Game/Materials/PostProcessing/M_PP_Test.M_PP_Test","0","0","12","2","0.000000","0","0"
"/Game/Materials/PostProcessing/M_PP_DepthHaze.M_PP_DepthHaze","0","0","6","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","4","1","0.000000","0","0"
