"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Materials/PostProcessing/M_PP_LayeredHaze.M_PP_LayeredHaze","0","6","6","1","2.967183","0","10"
"/Game/Materials/LightFunctions/M_LF_Caustics.M_LF_Caustics","0","43","9","1","23.080744","0","167"
"/Game/Materials/SurfaceMaterial/M_Foliage.M_Foliage","0","58","10","1","44.718998","0","317"
"/Game/Materials/SurfaceMaterial/M_GrassBillboard.M_GrassBillboard","0","58","10","1","42.314133","0","313"
"/Game/Materials/SurfaceMaterial/Fo_GrassBillboard1.Fo_GrassBillboard1","0","48","9","1","33.329945","0","222"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","43","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Game/Materials/SurfaceMaterial/M_SeaSurface.M_SeaSurface","0","29","9","1","18.513680","0","109"
"/Game/Materials/PostProcessing/M_PP_Test.M_PP_Test","0","12","12","2","5.727592","0","12"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","0","44","2","0.000000","0","90"
"/Game/Materials/PostProcessing/M_PP_DepthHaze.M_PP_DepthHaze","0","6","6","1","2.511318","0","6"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","4","1","0.000000","0","0"
